time,Vrain,Vgate,-IR1,IM1
1.635983584757940e-07,5.406162e+00,4.509864e+00,9.456411e-02,1.773202e-02
1.645983584757939e-07,5.206226e+00,4.509000e+00,9.456744e-02,1.769817e-02
1.655983584757939e-07,5.017294e+00,4.508018e+00,9.457177e-02,1.766157e-02
1.665983584757939e-07,4.839469e+00,4.506962e+00,9.457695e-02,1.762790e-02
1.675983584757939e-07,4.672547e+00,4.505883e+00,9.458277e-02,1.760356e-02
1.685983584757939e-07,4.515998e+00,4.504841e+00,9.458894e-02,1.759472e-02
1.695983584757939e-07,4.369007e+00,4.503890e+00,9.459519e-02,1.760618e-02
1.705983584757939e-07,4.230556e+00,4.503072e+00,9.460124e-02,1.764066e-02
1.715983584757939e-07,4.099540e+00,4.502408e+00,9.460691e-02,1.769860e-02
1.725983584757939e-07,3.974863e+00,4.501902e+00,9.461203e-02,1.777870e-02
1.735983584757939e-07,3.855512e+00,4.501546e+00,9.461652e-02,1.787860e-02
1.745983584757939e-07,3.740595e+00,4.501325e+00,9.462032e-02,1.799562e-02
1.755983584757939e-07,3.629349e+00,4.501223e+00,9.462345e-02,1.812711e-02
1.765983584757939e-07,3.521133e+00,4.501222e+00,9.462591e-02,1.827069e-02
1.775983584757939e-07,3.415413e+00,4.501307e+00,9.462775e-02,1.842430e-02
1.785983584757939e-07,3.311750e+00,4.501466e+00,9.462899e-02,1.858623e-02
1.795983584757939e-07,3.209781e+00,4.501687e+00,9.462967e-02,1.875501e-02
1.805983584757939e-07,3.109210e+00,4.501960e+00,9.462982e-02,1.892949e-02
1.815983584757939e-07,3.009793e+00,4.502279e+00,9.462950e-02,1.910867e-02
1.835983584757939e-07,2.813652e+00,4.503026e+00,9.462751e-02,1.947814e-02
1.847412156186510e-07,2.703055e+00,4.503514e+00,9.462559e-02,1.969540e-02
1.858840727615081e-07,2.592889e+00,4.504029e+00,9.462327e-02,1.991457e-02
1.870269299043653e-07,2.483155e+00,4.504570e+00,9.462055e-02,2.013565e-02
1.881697870472224e-07,2.373852e+00,4.505139e+00,9.461742e-02,2.035865e-02
1.893126441900796e-07,2.264981e+00,4.505734e+00,9.461390e-02,2.058356e-02
1.904555013329367e-07,2.156542e+00,4.506357e+00,9.460998e-02,2.081038e-02
1.915983584757938e-07,2.048534e+00,4.507006e+00,9.460565e-02,2.103912e-02
1.935983584757938e-07,1.859662e+00,4.508191e+00,9.459741e-02,2.144046e-02
1.955983584757938e-07,1.671272e+00,4.509448e+00,9.458824e-02,2.184428e-02
1.975983584757938e-07,1.483256e+00,4.510785e+00,9.457812e-02,2.225010e-02
1.995983584757938e-07,1.295549e+00,4.512211e+00,9.456708e-02,2.265756e-02
2.015983584757938e-07,1.108119e+00,4.513742e+00,9.455504e-02,2.306639e-02
2.035983584757938e-07,9.209561e-01,4.515398e+00,9.454192e-02,2.347637e-02
2.045983584757938e-07,8.274781e-01,4.516282e+00,9.453492e-02,2.368172e-02
2.055983584757938e-07,7.340735e-01,4.517208e+00,9.452759e-02,2.388728e-02
2.065983584757938e-07,6.407475e-01,4.518182e+00,9.451988e-02,2.409302e-02
2.075983584757938e-07,5.475071e-01,4.519210e+00,9.451178e-02,2.429890e-02
2.085983584757938e-07,4.543610e-01,4.520301e+00,9.450325e-02,2.450489e-02
2.095983584757938e-07,3.613205e-01,4.521463e+00,9.449422e-02,2.471092e-02
2.105983584757938e-07,2.700831e-01,4.524134e+00,9.447716e-02,2.485300e-02
2.115983584757937e-07,1.874806e-01,4.534043e+00,9.442508e-02,2.477566e-02
2.124871231091906e-07,1.312714e-01,4.557106e+00,9.431726e-02,2.452605e-02
2.134263497791317e-07,9.286071e-02,4.598641e+00,9.413503e-02,2.430980e-02
2.142218102369186e-07,7.303008e-02,4.644027e+00,9.393427e-02,2.426888e-02
2.150022799561993e-07,6.069804e-02,4.694137e+00,9.369423e-02,2.432163e-02
2.158333085730432e-07,5.167313e-02,4.750541e+00,9.339444e-02,2.442714e-02
2.168333085730432e-07,4.391674e-02,4.820545e+00,9.298840e-02,2.458645e-02
